,title,ingredients,directions,link,source,NER
38092,Noodle Salad,"[""1 package slaw"", ""1 package ramen noodles (leave out seasonings)"", ""1 small package almond slivers"", ""1 green pepper (chopped)"", ""3 green onions (chopped)"", ""sunflower kernels (optional)"", ""1/2 cup vegetable oil"", ""1/4 cup vinegar"", ""1/4 cup sugar"", ""1 tablespoon Accent"", ""salt and pepper to taste""]","[""Cook and cool noodles."", ""Mix vegetable oil, vinegar, sugar, Accent, salt and pepper."", ""Pour mixture over slaw, noodles, almonds, onions, green pepper and sunflower kernels."", ""Let stand in refrigerator for at least 2 hours."", ""Serve cold.""]",www.cookbooks.com/Recipe-Details.aspx?id=126972,Gathered,"[""slaw"", ""ramen noodles"", ""almond slivers"", ""green pepper"", ""green onions"", ""sunflower kernels"", ""vegetable oil"", ""vinegar"", ""sugar"", ""Accent"", ""salt""]"
38770,Joyce'S Homemade Stew,"[""1 bag prepared cole slaw"", ""1 pkg. Ramen noodles (raw)"", ""2 oz. almond slivers"", ""1 c. sunflower seeds (seeds only)"", ""pea pods (if available)"", ""1 to 2 bunches green onions, chopped"", ""1 c. oil"", ""2/3 c. sugar"", ""1/2 c. vinegar""]","[""Crunch up Ramen noodles into slaw mix."", ""Cut up green onions and pea pods; add to slaw mixture."", ""Mix in almonds and sunflower seeds."", ""In a small container with a lid, mix Ramen noodle seasoning mix with oil, sugar and vinegar."", ""Pour over slaw. Refrigerate until chilled, then serve.""]",www.cookbooks.com/Recipe-Details.aspx?id=918237,Gathered,"[""cole slaw"", ""Ramen noodles"", ""almond slivers"", ""sunflower seeds"", ""pods"", ""green onions"", ""oil"", ""sugar"", ""vinegar""]"
40667,Red Cabbage Salad,"[""1 head red cabbage"", ""4 green onions"", ""2 pkg. Top Ramen chicken-flavored noodles"", ""4 Tbsp. sunflower seeds"", ""1 c. slivered almonds"", ""Chicken or shrimp, optional""]","[""Chop cabbage and onions. Break up noodles (reserve flavor packets for dressing). Toast noodles, seeds and nuts in a dry teflon pan until lightly browned. Cool. Mix ingredients together just prior to serving and tossing with dressing.""]",www.cookbooks.com/Recipe-Details.aspx?id=65807,Gathered,"[""red cabbage"", ""green onions"", ""noodles"", ""sunflower seeds"", ""almonds"", ""Chicken""]"
41365,Cabbage Salad,"[""1/2 c. oil"", ""3 Tbsp. vinegar"", ""1 Tbsp. sugar"", ""1 tsp. salt"", ""1 tsp. pepper"", ""1 pkg. Ramen noodles (chicken flavor)"", ""1 head cabbage"", ""4 green onions"", ""1/2 c. sesame seed"", ""1/2 c. almond slivers"", ""1 Tbsp. butter""]","[""In a small bowl, mix together oil, vinegar, sugar, salt, pepper and chicken flavor packet from Ramen noodles and set aside. Chop head of cabbage and slice onions."", ""Put in a large bowl. Crush Ramen noodles and add to cabbage.""]",www.cookbooks.com/Recipe-Details.aspx?id=681570,Gathered,"[""oil"", ""vinegar"", ""sugar"", ""salt"", ""pepper"", ""Ramen noodles"", ""cabbage"", ""green onions"", ""sesame seed"", ""almond slivers"", ""butter""]"
42936,Chicken-Noodle Casserole,"[""2 c. cooked, chopped chicken"", ""1 pkg. frozen Ramen noodles, cooked"", ""1 can cream of mushroom soup"", ""1 can cream of chicken soup"", ""1 can milk"", ""1 can mushrooms, sliced"", ""1 onion, chopped"", ""1 c. peas""]","[""Cook noodles according to directions."", ""While cooking, combine soups and milk; add chicken, peas, salt, pepper and mushrooms. Drain noodles and stir in."", ""Pour all in a 9 x 13-inch dish sprayed with Pam."", ""Bake at 350\u00b0 for 30 to 45 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=827964,Gathered,"[""chicken"", ""Ramen noodles"", ""cream of mushroom soup"", ""cream of chicken soup"", ""milk"", ""mushrooms"", ""onion"", ""peas""]"
43191,Chinese Chicken Salad,"[""2 pkg. Ramen noodles"", ""1/4 to 1/2 c. (1/2 to 1 stick) margarine"", ""1/2 c. sunflower seeds"", ""1/2 c. slivered almonds, toasted (see note)"", ""leaf lettuce"", ""2 or 3 chicken breast halves, baked and coarsely chopped"", ""5 green onions, coarsely chopped"", ""1 (11 oz.) can mandarin oranges, drained"", ""1 c. vegetable oil"", ""1/3 to 1/2 c. tarragon vinegar"", ""1/2 c. granulated sugar"", ""salt"", ""ground black pepper""]","[""Break up Ramen noodles (do not use seasoning packet). Saut in margarine with sunflower seeds until noodles are light brown. Add almonds; mix.""]",www.cookbooks.com/Recipe-Details.aspx?id=97181,Gathered,"[""Ramen noodles"", ""margarine"", ""sunflower seeds"", ""slivered almonds"", ""leaf lettuce"", ""chicken"", ""green onions"", ""mandarin oranges"", ""vegetable oil"", ""tarragon vinegar"", ""sugar"", ""salt"", ""ground black pepper""]"
43966,Ramen Noodle Salad,"[""1 head cabbage"", ""2 pkg. Ramen chicken noodles"", ""1 pkg. frozen peas"", ""almonds"", ""walnuts"", ""6 Tbsp. rice wine vinegar"", ""1/3 c. vegetables or sunflower oil"", ""2 chicken flavor pkg. from noodles"", ""sunflower seeds"", ""1/4 c. sugar"", ""cooked chicken""]","[""Cook noodles for 3 minutes and break into small pieces."", ""Chop or grate cabbage."", ""Mix drained noodles, cabbage, nuts, chicken and peas in a large bowl."", ""Mix flavor packages, oil, vinegar and sugar."", ""Pour over cabbage mixture and blend together."", ""Top with sunflower seeds and chill."", ""Makes a lot.""]",www.cookbooks.com/Recipe-Details.aspx?id=477519,Gathered,"[""cabbage"", ""Ramen chicken noodles"", ""frozen peas"", ""almonds"", ""walnuts"", ""rice wine vinegar"", ""vegetables"", ""chicken flavor"", ""sunflower seeds"", ""sugar"", ""chicken""]"
44016,Oriental Cole Slaw,"[""1 c. salad oil"", ""1/2 c. sugar"", ""1/3 c. white sugar"", ""1 (16 oz.) bag Dole cole slaw mix"", ""1 c. toasted sunflower seeds"", ""1 c. toasted almonds, slivered"", ""1 bunch small white onions, chopped (with green stems, too)"", ""2 pkg. beef Ramen noodles""]","[""Dressing:"", ""Make the night before."", ""Combine oil, sugar, vinegar and beef packet from Ramen noodles.""]",www.cookbooks.com/Recipe-Details.aspx?id=410055,Gathered,"[""salad oil"", ""sugar"", ""white sugar"", ""cole slaw"", ""sunflower seeds"", ""almonds"", ""white onions"", ""beef Ramen noodles""]"
44353,Nappa Cabbage Salad,"[""1 large head nappa cabbage"", ""5 green onions"", ""2 pkg. Ramen noodles"", ""1/2 c. sunflower seeds"", ""3/4 c. pecan pieces"", ""1 stick oleo""]","[""Trim and core cabbage."", ""Cut lengthwise, then crosswise into bite size pieces."", ""Chop onions, including tops."", ""Mix onions and cabbage. Discard flavor packets from Ramen packages and break up noodles."", ""Brown noodles in oleo."", ""As soon as noodles start to brown, add sunflower seeds and pecans. Brown whole mixture."", ""Allow to cool.""]",www.cookbooks.com/Recipe-Details.aspx?id=1048753,Gathered,"[""cabbage"", ""green onions"", ""Ramen noodles"", ""sunflower seeds"", ""pecan pieces"", ""oleo""]"
44572,Chinese Chicken-Cabbage Salad,"[""1/3 c. olive oil"", ""2 Tbsp. soy sauce"", ""6 Tbsp. rice vinegar"", ""2 Tbsp. sugar (optional)"", ""2 large cloves garlic, minced"", ""1 bunch green onions, chopped"", ""1 pkg. Ramen chicken soup mix"", ""4 chicken breasts"", ""1 small pkg. slivered almonds"", ""4 Tbsp. sesame seed"", ""1/2 head cabbage""]","[""Preparation takes 30 minutes; prepare at least 1/2 day ahead.""]",www.cookbooks.com/Recipe-Details.aspx?id=416361,Gathered,"[""olive oil"", ""soy sauce"", ""rice vinegar"", ""sugar"", ""garlic"", ""green onions"", ""Ramen chicken soup"", ""chicken breasts"", ""almonds"", ""sesame seed"", ""cabbage""]"
45436,Crunchy Romaine Salad,"[""1 head romaine or green curly lettuce, washed and torn"", ""1 bunch broccoli, florets chopped"", ""1 bunch green onions, chopped (tops and bottom)"", ""1 can Mandarin oranges, drained"", ""6 Tbsp. butter"", ""1 c. nuts, chopped"", ""2 pkg. Ramen noodles, crushed (discard flavor packet)""]","[""Mix lettuce, broccoli, onions and oranges. Brown nuts and noodles (crushed) in butter. Put nut and noodle mixture over lettuce mixture just before serving.""]",www.cookbooks.com/Recipe-Details.aspx?id=4307,Gathered,"[""head romaine"", ""broccoli"", ""green onions"", ""oranges"", ""butter"", ""nuts"", ""Ramen noodles""]"
46231,Ginger Chicken Stir-Fry,"[""3 Tbsp. vegetable oil, divided"", ""1 lb. skinless, boneless chicken, cut into strips"", ""4 c. cut-up vegetables (snow peas, green onion, celery, carrot)"", ""1 clove garlic, minced"", ""1 (10 1/2 oz.) can condensed chicken broth"", ""2 Tbsp. cornstarch"", ""1/2 tsp. ground ginger"", ""1 Tbsp. soy sauce"", ""2 (3 oz. each) pkg. Ramen Pride spicy chicken flavor noodle soup""]","[""In skillet, over medium-high heat, in 2 tablespoons hot oil, stir-fry chicken until no longer pink; remove."", ""Set aside."", ""In same skillet, in remaining 1 tablespoon oil, stir-fry vegetables and garlic until tender-crisp.""]",www.cookbooks.com/Recipe-Details.aspx?id=662110,Gathered,"[""vegetable oil"", ""skinless"", ""vegetables"", ""clove garlic"", ""condensed chicken broth"", ""cornstarch"", ""ground ginger"", ""soy sauce"", ""Ramen""]"
47179,Oriental So-Good Salad,"[""1 small jar sesame seed"", ""2 small pkg. slivered almonds"", ""2 pkg. Ramen noodles"", ""5 Tbsp. butter"", ""1 head nappa cabbage, cut fine"", ""5 to 6 green onions""]","[""Melt butter and brown seeds, almonds and crushed noodles. Drain on a paper towel.""]",www.cookbooks.com/Recipe-Details.aspx?id=931237,Gathered,"[""sesame seed"", ""almonds"", ""Ramen noodles"", ""butter"", ""cabbage"", ""green onions""]"
48701,Chinese Hamburger,"[""1 lb. ground beef"", ""1 pkg. Top Ramen beef flavored Oriental soup"", ""1/2 c. water"", ""1/2 head cabbage, shredded""]","[""Brown beef in skillet and drain."", ""Add water and seasoning from soup, stir."", ""Add cabbage and cover, cook on low heat about one minute."", ""`Boil water in saucepan."", ""Add broken noodles from soup. Cook about 1 minute then drain water."", ""Add cooked noodles to cabbage and meat mixture."", ""Stir, cover and cook on low heat about 1 minute."", ""Cabbage should be slightly crunchy.""]",www.cookbooks.com/Recipe-Details.aspx?id=378612,Gathered,"[""ground beef"", ""Ramen beef"", ""water"", ""cabbage""]"
49790,Napa Valley Salad,"[""1 large head shredded Napa cabbage"", ""1 bunch green onions, cut in small pieces"", ""1 stick oleo"", ""2 1/2 oz. sliced almonds"", ""1/2 c. sesame seed"", ""2 pkg. Ramen noodles (don't use the seasoning in the pkg.)"", ""1/3 c. vinegar"", ""3/4 c. sugar"", ""3/4 c. oil"", ""2 tsp. soy sauce""]","[""Saute oleo, almonds, sesame seed and noodles."", ""Heat and cool vinegar, sugar, oil and soy sauce.""]",www.cookbooks.com/Recipe-Details.aspx?id=368922,Gathered,"[""cabbage"", ""green onions"", ""oleo"", ""almonds"", ""sesame seed"", ""Ramen noodles"", ""vinegar"", ""sugar"", ""oil"", ""soy sauce""]"
50946,Chicken Salad,"[""2 c. diced, cooked chicken breasts"", ""1/2 head cabbage, shredded"", ""1 pkg. Top Ramen (chicken flavor)"", ""2 green onions, chopped"", ""1 to 1 1/2 c. almonds or cashews"", ""2 tsp. sugar""]","[""Combine all ingredients, except Top Ramen and sugar, together in large bowl."", ""Break up the Top Ramen noodles, but don't cook. Mix the noodles with the sugar."", ""Toss into salad.""]",www.cookbooks.com/Recipe-Details.aspx?id=1048498,Gathered,"[""chicken breasts"", ""cabbage"", ""Ramen"", ""green onions"", ""almonds"", ""sugar""]"
51013,Ooh Yuck!,"[""1 lb. ground beef"", ""2 (3 oz.) pkg. Ramen noodles"", ""1 Tbsp. soy sauce"", ""2 c. frozen chopped broccoli""]","[""Brown ground beef; drain."", ""Stir in seasoning packet from noodles, soy sauce and cooked broccoli."", ""Cook noodles, using package directions."", ""Add to ground beef mixture."", ""Mix well; cook until heated through."", ""Serve with additional soy sauce.""]",www.cookbooks.com/Recipe-Details.aspx?id=624728,Gathered,"[""ground beef"", ""Ramen noodles"", ""soy sauce"", ""broccoli""]"
51782,Cabbage Salad,"[""1 head cabbage, shredded"", ""2 pkg. Ramen noodles"", ""1 c. oil"", ""1/4 c. rice wine vinegar"", ""1 tsp. salt"", ""1 pkg. spices from noodles"", ""4 Tbsp. toasted sesame seed"", ""1 Tbsp. sugar""]","[""Mix together oil, rice wine vinegar, sugar, salt and spice packet."", ""Pour mixture over shredded cabbage."", ""Break up noodles on cabbage; add toasted sesame seed and mix well."", ""Chill before serving.""]",www.cookbooks.com/Recipe-Details.aspx?id=658593,Gathered,"[""cabbage"", ""Ramen noodles"", ""oil"", ""rice wine vinegar"", ""salt"", ""noodles"", ""sugar""]"
52345,Cheddar-Broccoli Noodles,"[""1 pkg. chicken breast tenders"", ""4 c. water"", ""2 pkg. chicken flavor Ramen noodle soup"", ""1 1/2 c. fresh broccoli flowerets"", ""1 can condensed Cheddar cheese soup"", ""1/4 c. sour cream"", ""1/8 tsp. pepper""]","[""Cut chicken tenders into small pieces and fry until golden brown; set aside."", ""In 3-quart saucepan over high heat, heat water to boiling."", ""Add noodles and broccoli."", ""Return to boiling."", ""Reduce heat to low."", ""Cover; cook 5 minutes or until noodles and broccoli are tender, stirring occasionally."", ""Stir in seasoning packets; drain off most of liquid."", ""Add cheese soup, sour cream, pepper and chicken."", ""Heat through, stirring occasionally.""]",www.cookbooks.com/Recipe-Details.aspx?id=434308,Gathered,"[""chicken breast tenders"", ""water"", ""chicken flavor"", ""fresh broccoli flowerets"", ""Cheddar cheese soup"", ""sour cream"", ""pepper""]"
52772,Cabbage Crunch(Chinese Salad)  ,"[""1 head of cabbage, shredded or 2 pkg. pre-shredded"", ""1/2 c. sunflower seeds"", ""1/2 c. almond slivers"", ""1 pkg. Ramen noodles"", ""1 c. sugar"", ""1 c. vegetable oil (olive oil is best)"", ""1/2 c. vinegar"", ""2 Tbsp. Soy sauce""]","[""Break noodles into small pieces."", ""Noodles and almonds may be toasted, if desired."", ""Place noodles, almonds and sunflower seeds in a plastic bag or sealable container."", ""Combine sugar, vegetable oil, vinegar and Soy sauce"", ""and mix well to make dressing. Combine ingredients immediately prior to serving as it will not keep, the dry ingredients get soggy.""]",www.cookbooks.com/Recipe-Details.aspx?id=80852,Gathered,"[""cabbage"", ""sunflower seeds"", ""almond slivers"", ""Ramen noodles"", ""sugar"", ""vegetable oil"", ""vinegar"", ""Soy sauce""]"
53834,Noodle Soup,"[""2 cans Campbell's chicken broth"", ""2 cans water"", ""3 (3 oz.) pkg. Ramen Oriental dry noodles"", ""vegetables as desired such as lettuce, Chinese cabbage, tomatoes, mushrooms and green onions"", ""1 egg, beaten""]","[""Combine chicken broth, water and noodles."", ""Add vegetables and cook 3 to 5 minutes until tender."", ""Add beaten egg."", ""Stir quickly. Looks like egg drop soup.""]",www.cookbooks.com/Recipe-Details.aspx?id=453952,Gathered,"[""Campbell's chicken"", ""water"", ""Ramen"", ""vegetables"", ""egg""]"
54401,Chinese Chicken Salad,"[""3 c. cooked, chopped chicken"", ""1 medium cabbage, chopped"", ""1 bunch green onion tops, chopped"", ""2 pkg. Ramen chicken-flavored noodles"", ""1/2 c. sesame seed (optional)"", ""1 (2 1/2 oz.) pkg. sliced almonds (optional)"", ""3 Tbsp. margarine"", ""1 Tbsp. sugar"", ""1 c. salad oil"", ""1 tsp. Accent (monosodium glutamate)"", ""1 tsp. salt"", ""1/2 tsp. pepper"", ""6 Tbsp. vinegar""]","[""Combine chicken, cabbage and onion in a large bowl; mix well and set aside.""]",www.cookbooks.com/Recipe-Details.aspx?id=305975,Gathered,"[""chicken"", ""cabbage"", ""green onion"", ""Ramen chicken"", ""sesame seed"", ""almonds"", ""margarine"", ""sugar"", ""salad oil"", ""Accent"", ""salt"", ""pepper"", ""vinegar""]"
54769,Ramen Noodle Vegetable Salad,"[""1 pkg. Ramen noodles"", ""1 c. Italian dressing"", ""1 large pkg. frozen mixed vegetables""]","[""In a bowl, break up uncooked Ramen noodles."", ""Do not use the seasoning packet."", ""In a saucepan, cook vegetables until tender. Drain and rinse in cold water."", ""Blend into Ramen noodles."", ""Pour over Italian dressing and stir."", ""Refrigerate for at least 5 hours before serving.""]",www.cookbooks.com/Recipe-Details.aspx?id=621817,Gathered,"[""Ramen noodles"", ""Italian dressing"", ""vegetables""]"
55266,Twisted River Ranch Cabbage Salad,"[""3 whole boneless, skinless chicken breasts"", ""6 Tbsp. toasted sesame seed"", ""1 head green cabbage, shredded"", ""2 pkg. Ramen noodles (chicken flavored; uncooked)"", ""1 bunch green onions (tops and all), chopped fine"", ""1 pkg. slivered almonds""]","[""Poach chicken; let cool and chop."", ""Toast sesame seed."", ""Break up noodles (do not cook)."", ""Add cabbage, onions, sesame seed and chicken.""]",www.cookbooks.com/Recipe-Details.aspx?id=1050947,Gathered,"[""chicken breasts"", ""green cabbage"", ""Ramen noodles"", ""green onions"", ""almonds""]"
56925,Fumi Salad,"[""1 head cabbage, chopped"", ""8 Tbsp. slivered almonds, toasted"", ""8 Tbsp. sesame seed, toasted"", ""4 green onions, chopped"", ""2 pkg. Ramen noodles, broken"", ""4 Tbsp. sugar"", ""1 tsp. pepper"", ""6 Tbsp. rice vinegar (seasoned)"", ""1 c. oil"", ""1 tsp. salt""]","[""Dressing:"", ""Mix sugar, pepper, oil, salt and vinegar together.""]",www.cookbooks.com/Recipe-Details.aspx?id=206753,Gathered,"[""cabbage"", ""slivered almonds"", ""sesame seed"", ""green onions"", ""Ramen noodles"", ""sugar"", ""pepper"", ""rice vinegar"", ""oil"", ""salt""]"
57313,Ramen Skillet,"[""1 1/2 lb. ground beef"", ""2 cans tomato sauce"", ""1 large jar salsa"", ""1 medium onion, chopped"", ""4 Ramen pkg."", ""1 to 1 1/2 c. grated cheese""]","[""Brown ground beef."", ""Sprinkle seasoning packets on cooking ground beef."", ""Drain off grease."", ""Add tomato sauce, salsa and onion. Stir well, then add broken Ramen noodles."", ""Stir in just a little. Cover and simmer until noodles are tender, stirring occasionally. When noodles are done, stir until all is combined."", ""Sprinkle grated cheese on top."", ""Cover, just long enough to melt."", ""Serve with salad and garlic bread."", ""Serves 4 to 6.""]",www.cookbooks.com/Recipe-Details.aspx?id=298597,Gathered,"[""ground beef"", ""tomato sauce"", ""salsa"", ""onion"", ""Ramen"", ""grated cheese""]"
57679,Crunchy Cabbage Salad,"[""1/2 large head cabbage, shredded"", ""green or white onions, chopped"", ""1 pkg. chicken flavored Oriental Ramen noodles"", ""1/2 c. almonds, slivered and toasted"", ""2 Tbsp. sesame seeds (optional)""]","[""Mix above ingredients and add dressing.""]",www.cookbooks.com/Recipe-Details.aspx?id=50715,Gathered,"[""head cabbage"", ""green"", ""chicken"", ""almonds"", ""sesame seeds""]"
57970,Stir-Fry Cabbage,"[""1/2 cabbage, shredded (sliced thin)"", ""1/2 onion, sliced thin"", ""3 stalks celery, sliced thin"", ""soy sauce"", ""2 Tbsp. oil"", ""2 pkg. Top Ramen (save season packet)""]","[""Saute in oil the cabbage, onion and celery until soft (not fried). Add season packet."", ""Cook Top Ramen as directed on package. Drain. Toss noodles in cabbage mixture."", ""Diced leftover chicken can be added, if you like. Use soy sauce as desired."", ""A very quick and easy meal.""]",www.cookbooks.com/Recipe-Details.aspx?id=310296,Gathered,"[""cabbage"", ""onion"", ""stalks celery"", ""soy sauce"", ""oil"", ""Ramen""]"
